injection_rate	accepted_load	dropped
0.05	0.050	0
0.1	0.100	0
0.2	0.117	0.4023580978
0.3	0.166	0.3832831625
0.325	0.178	0.3803824002
0.35	0.191	0.3749382105
0.4	0.038	0.8635101124
0.45	0.038	0.8653788104
0.5	0.038	0.8657681737
0.55	0.038	0.8642244445
0.6	0.038	0.8643487538
0.700	0.038	0.8653690256
0.800	0.038	0.864469259
