injection_rate	accepted_load	dropped
0.05	0.0499996296	1.66666666666667E-005
0.1	0.1000507407	5.55185431934266E-006
0.2	0.200157963	0.0002109002
0.3	0.2921472222	0.0262153946
0.35	0.3499036111	0.0001447261
0.4	0.4008000926	8.54741923381858E-006
0.45	0.214215463	0.473120202
0.5	0.2135238889	0.4750172305
0.55	0.2104836111	0.4797351806
0.6	0.2099689815	0.4797351806
0.7	0.2102394444	0.4807984898
0.8	0.2088505556	0.4804564155
