injection_rate	accepted_load	dropped
0.01	0.01009	0
0.1	0.09983	0.000002
0.15	0.14987	0.000038
0.16	0.15998	0.000031
0.17	0.17003	0.000039
0.18	0.18005	0.000073
0.19	0.19003	0.000059
0.2	0.20015	0.000093
0.21	0.20991	0.000125
0.22	0.21988	0.000144
0.23	0.23007	0.000193
0.24	0.23995	0.000206
0.25	0.25002	0.000274
0.3	0.29961	0.001307
0.35	0.19683	0.431459
0.4	0.18473	0.502869
0.5	0.18174	0.5538
0.6	0.18023	0.571711
0.8	0.18031	0.573813
