injection_rate	accepted_load	dropped
0.050	0.05002	0
0.100	0.1000999167	0
0.202	0.2020541667	0
0.301	0.300887	0
0.325	0.1720624167	0.4401862089
0.349	0.1780825	0.4448478198
0.402	0.1778246667	0.475457119
0.455	0.1764659167	0.5061795218
0.502	0.178018	0.5204821354
0.548	0.1784636667	0.5255820846
0.604	0.1799249167	0.5248341922
0.690	0.1782609167	0.5308258012
0.806	0.1793714167	0.5304443809
