injection_rate	accepted_load	dropped
1.000	0.1913944444	0.5126136924
0.889	0.1916333333	0.5135429948
0.800	0.1925611111	0.5100498951
0.696	0.1934	0.5050757813
0.593	0.1938	0.4980553124
0.500	0.1943	0.4830183653
0.400	0.1931833333	0.4349468636
0.372	0.1933222222	0.4110068071
0.340	0.3404277778	0
0.320	0.31995	0
0.302	0.3018611111	0
0.200	0.1999333333	0
0.160	0.1599388889	0
0.133	0.1332777778	0
